time,New graph 0,New graph 1,New graph 2,New graph 3,New graph 4,New graph 5,New graph 6,New graph 7,New graph 8,New graph 9
10205,0.119333,0.102286,9.876864,-0.006822,-0.000778,-0.163640,-79.469139,-79.469139,1.207210,1.522559
10206,0.172271,0.271865,9.779962,-0.007887,0.015201,-0.137007,-79.541100,-79.541100,1.214516,1.509074
10207,0.026020,0.112156,9.709080,-0.011083,0.010940,-0.143399,-79.623299,-79.623299,1.211547,1.499631
10208,-0.265584,0.270070,9.795215,0.004897,0.006679,-0.156182,-79.710495,-79.710495,1.207514,1.500371
10209,0.122025,0.288015,9.786242,0.012354,-0.033802,-0.215839,-79.810402,-79.810402,1.206245,1.508582
10210,-0.004486,0.221619,9.796112,0.030464,-0.008235,-0.200925,-79.936508,-79.936508,1.199121,1.523069
10211,-0.314035,0.148045,9.867891,-0.001495,-0.002909,-0.133811,-80.022926,-80.022926,1.195039,1.517729
10212,0.142662,0.068191,10.041957,-0.015344,-0.013562,-0.244602,-80.130928,-80.130928,1.193144,1.505994
10213,-0.171374,0.235975,9.870584,0.000635,0.008809,-0.269104,-80.275597,-80.275597,1.190765,1.499759
10214,-0.139073,0.317624,9.904678,-0.006822,0.018397,-0.285083,-80.431755,-80.431755,1.188953,1.496240
10215,0.327494,0.413630,9.787140,-0.005756,0.017332,-0.377764,-80.617050,-80.617050,1.200544,1.485047
10216,0.338261,0.391198,9.766503,-0.053695,0.023724,-0.322369,-80.822655,-80.822655,1.208225,1.460874
10217,-0.137278,0.130100,9.931596,-0.023866,0.008809,-0.343675,-81.016792,-81.016792,1.206001,1.433410
10218,0.554497,0.005383,9.683060,-0.010018,-0.031672,-0.314912,-81.202751,-81.202751,1.198149,1.410836
10219,-0.159709,-0.478231,9.694723,-0.017475,-0.006105,-0.222231,-81.378319,-81.378319,1.181428,1.402449
10220,0.156120,0.122025,9.786242,-0.015344,-0.008235,-0.223296,-81.487099,-81.487099,1.181865,1.387830
10221,0.072677,0.317624,9.832002,-0.019605,0.010940,-0.204121,-81.625580,-81.625580,1.171109,1.381637
10222,-0.460286,0.071780,9.668703,-0.001495,0.012005,-0.177488,-81.736237,-81.736237,1.170670,1.374203
10223,0.232386,0.244948,9.700107,0.010223,-0.057239,-0.227557,-81.844681,-81.844681,1.148498,1.371908
10224,0.104978,0.254817,9.836488,0.017680,-0.003974,-0.129550,-81.958374,-81.958374,1.121976,1.390086
10225,0.050246,0.215339,9.790729,0.000635,0.021593,-0.096526,-82.027405,-82.027405,1.117024,1.390986
10226,-0.094211,0.181243,9.868789,-0.002560,0.012005,-0.076285,-82.075485,-82.075485,1.115831,1.389683
10227,-0.214441,0.146251,9.834694,-0.007887,-0.005039,-0.138072,-82.144081,-82.144081,1.113596,1.387875
10228,-0.165093,0.115745,9.812263,-0.028128,-0.006105,-0.159378,-82.235321,-82.235321,1.111022,1.377210
10229,0.084341,0.270070,9.577185,0.013419,-0.042325,-0.279757,-82.381409,-82.381409,1.095758,1.374640
10230,0.140867,0.225208,9.913651,-0.002560,-0.001844,-0.272300,-83.023270,-83.023270,1.054388,1.375491
10231,-0.293399,0.290707,9.838283,-0.018540,-0.007170,-0.249929,-83.170975,-83.170975,1.041959,1.366400
10232,0.261995,0.450417,9.620253,-0.005756,-0.040194,-0.363915,-83.348305,-83.348305,1.034575,1.362947
10233,-0.010767,-0.125614,9.745867,-0.013213,-0.048717,-0.390548,-83.586929,-83.586929,1.001940,1.353868
10234,0.171374,0.165990,9.561932,-0.029193,-0.007170,-0.188141,-83.730904,-83.730904,0.995408,1.324427
10235,-0.044862,0.227900,9.826618,-0.039846,-0.000778,-0.230753,-83.853859,-83.853859,0.988208,1.306277
10236,0.290707,0.183038,9.849050,-0.024932,0.027985,-0.265908,-83.987938,-83.987938,0.983113,1.294173
10237,-0.193805,0.223414,9.803290,-0.012148,0.014136,-0.320238,-84.155060,-84.155060,0.975583,1.291850
10238,-0.115745,0.663063,9.645375,-0.018540,-0.016758,-0.395874,-84.347061,-84.347061,0.961100,1.285302
10239,0.034993,-0.139073,9.695621,0.053900,-0.095590,-0.570583,-84.640923,-84.640923,0.929784,1.307725
10240,-0.366076,0.324802,9.610383,-0.021736,0.018397,-0.356458,-84.886673,-84.886673,0.929332,1.299373
10241,-0.147148,0.195599,9.616663,-0.027062,0.020528,-0.298932,-85.062408,-85.062408,0.949620,1.274059
10242,-0.158812,0.181243,9.821235,-0.031323,0.037572,-0.298932,-85.226372,-85.226372,0.961162,1.250462
10243,0.053835,0.124717,9.762914,0.000635,-0.003974,-0.285083,-85.390961,-85.390961,0.977089,1.234643
10244,0.020637,0.148943,9.964794,-0.008952,-0.028476,-0.347936,-85.576431,-85.576431,0.965724,1.219677
10245,0.006281,0.299680,9.807776,-0.035585,-0.005039,-0.278692,-85.751183,-85.751183,0.948537,1.200647
10246,0.167785,0.299680,9.747661,-0.019605,-0.000778,-0.301063,-85.918625,-85.918625,0.949444,1.184086
10247,0.066396,0.177654,9.681265,-0.030258,-0.000778,-0.236080,-86.076485,-86.076485,0.947387,1.169506
10248,0.139073,0.333775,9.551165,-0.001495,-0.002909,-0.208382,-86.211586,-86.211586,0.946774,1.161137
10249,-0.139073,0.192907,9.814057,-0.031323,0.010940,-0.211578,-86.341942,-86.341942,0.942866,1.154695
10250,-0.019739,0.413630,9.698313,0.014484,-0.011431,-0.223296,-86.461403,-86.461403,0.941526,1.158081
10251,0.198291,0.201880,9.713566,0.043247,-0.005039,-0.263777,-86.605370,-86.605370,0.933353,1.173636
10252,0.038582,0.199188,9.704594,-0.000430,0.022658,-0.228623,-86.750816,-86.750816,0.927660,1.189361
10253,-0.339158,0.150737,9.928007,0.038986,0.019462,-0.270169,-86.884720,-86.884720,0.943515,1.197046
10254,0.161504,0.419910,9.695621,0.034725,0.001352,-0.345805,-87.055878,-87.055878,0.955601,1.208051
10255,-0.033198,0.863149,9.456057,0.047509,-0.006105,-0.471510,-87.298904,-87.298904,0.968799,1.235776
10256,0.144456,0.120231,10.012348,0.003831,0.027985,-0.383091,-87.565102,-87.565102,0.973146,1.225715
10257,0.113053,-0.053835,9.642683,0.029398,0.013071,-0.357524,-87.801521,-87.801521,0.970780,1.230452
10258,-0.016150,0.154326,9.673190,-0.017475,0.001352,-0.325565,-87.998512,-87.998512,0.970677,1.218621
10259,0.227900,0.127409,9.846358,0.053900,-0.030607,-0.403331,-88.227318,-88.227318,0.951743,1.232090
10260,0.001794,0.744713,9.868789,-0.033454,0.087641,-0.389482,-88.460823,-88.460823,0.958953,1.223148
10261,-0.284426,-0.132792,10.012348,-0.012148,-0.007170,-0.473641,-88.707687,-88.707687,0.952864,1.208072
10262,0.044862,0.114847,10.169366,0.063488,-0.090263,-0.586562,-89.013672,-89.013672,0.930624,1.231263
10263,0.358898,0.243153,9.659731,0.017680,0.035442,-0.581236,-89.349174,-89.349174,0.935558,1.238069
10264,-0.168682,0.138176,9.480282,-0.003626,0.055682,-0.470445,-89.636566,-89.636566,0.964170,1.236687
10265,-0.222517,0.157018,9.909165,-0.027062,0.018397,-0.447009,-89.881561,-89.881561,0.998973,1.213485
10266,-0.062807,0.459389,9.751250,0.027268,-0.019954,-0.542885,-90.163345,-90.163345,1.009656,1.205785
10267,-0.013459,0.168682,9.662423,0.019811,0.014136,-0.494947,-90.469048,-90.469048,0.997846,1.226793
10268,0.195599,0.244948,10.057210,-0.002560,-0.017823,-0.505600,-90.742081,-90.742081,1.002685,1.213817
10269,-0.025123,0.272762,9.828413,-0.019605,0.041834,-0.417180,-91.013046,-91.013046,1.001548,1.203978
10270,-0.023328,0.148943,9.673190,-0.005756,-0.038064,-0.521579,-91.289375,-91.289375,0.996718,1.186070
10271,0.008972,0.051143,9.916343,-0.005756,-0.026345,-0.458727,-91.566704,-91.566704,0.971968,1.178667
10272,-0.042170,0.217133,9.659731,-0.025997,0.000287,-0.457662,-91.832680,-91.832680,0.969100,1.167017
10273,0.366973,0.269173,9.547576,0.016615,0.014136,-0.485359,-92.105858,-92.105858,0.964620,1.158256
10274,0.034095,0.113950,9.842769,-0.030258,0.058878,-0.314912,-92.314835,-92.314835,0.973129,1.150506
10275,0.103183,0.598462,9.456954,-0.008952,-0.029541,-0.412919,-92.523254,-92.523254,0.971947,1.141691
10276,-0.042170,0.241359,9.808674,0.017680,0.021593,-0.305324,-92.736015,-92.736015,0.963897,1.160328
10277,-0.332878,0.101389,9.711771,-0.033454,0.032246,-0.272300,-92.897820,-92.897820,0.969261,1.148218
10278,0.266482,0.188421,9.654347,0.036856,-0.062565,-0.367111,-93.083061,-93.083061,0.952415,1.148942
10279,0.147148,0.103183,9.852638,0.037921,-0.019954,-0.344740,-93.282639,-93.282639,0.925181,1.163183
10280,0.049348,0.150737,10.186414,-0.012148,-0.035933,-0.297867,-93.462677,-93.462677,0.905729,1.162335
10281,-0.104080,0.111258,9.856228,-0.028128,0.040768,-0.241406,-93.600502,-93.600502,0.921519,1.139656
10282,0.192010,0.194702,9.670498,-0.039846,0.031181,-0.235014,-93.744537,-93.744537,0.942302,1.120944
10283,-0.003589,0.110361,9.561034,0.009158,0.000287,-0.244602,-93.887856,-93.887856,0.952253,1.108015
10284,0.034095,0.288913,9.750353,-0.020670,-0.022084,-0.250994,-94.026184,-94.026184,0.953868,1.089948
10285,0.170476,0.147148,9.741381,0.004897,-0.027411,-0.257386,-94.180336,-94.180336,0.942404,1.087651
10286,0.069088,0.004486,9.887631,-0.012148,-0.009301,-0.200925,-94.307228,-94.307228,0.934811,1.080900
10287,0.122025,0.150737,9.832002,-0.041976,-0.010366,-0.220100,-94.431396,-94.431396,0.926787,1.052659
10288,0.000000,0.116642,9.823030,-0.043042,-0.028476,-0.257386,-94.566048,-94.566048,0.912711,1.025086
10289,0.038582,0.314933,9.922624,-0.059021,-0.006105,-0.255255,-94.707542,-94.707542,0.896192,0.994470
10290,0.278146,0.242256,9.648067,-0.003626,-0.035933,-0.288279,-94.865898,-94.865898,0.871597,0.981685
10291,-0.020637,0.168682,9.701901,-0.014279,0.000287,-0.220100,-95.025345,-95.025345,0.850569,0.985877
10292,0.034993,0.087930,9.743175,0.003831,-0.044455,-0.230753,-95.140610,-95.140610,0.838931,0.985191
10293,0.094211,0.253023,9.926212,-0.012148,-0.008235,-0.236080,-95.279381,-95.279381,0.819143,0.979317
10294,0.278146,0.151634,9.905576,-0.002560,-0.026345,-0.298932,-95.425697,-95.425697,0.803288,0.973510
10295,0.026917,0.225208,9.900192,0.004897,-0.023150,-0.301063,-95.598602,-95.598602,0.782485,0.974748
10296,0.061910,0.358000,9.735100,0.008093,-0.010366,-0.311716,-95.766518,-95.766518,0.766522,0.980176
10297,0.058321,0.113950,9.702799,-0.028128,-0.009301,-0.250994,-95.927773,-95.927773,0.753078,0.974318
10298,-0.263790,0.235078,9.583466,-0.028128,0.002418,-0.223296,-96.069160,-96.069160,0.750174,0.963458
10299,0.126511,0.152532,9.684854,-0.011083,-0.021019,-0.265908,-96.207298,-96.207298,0.747296,0.955970
10300,0.004486,0.321213,9.788935,0.007027,0.005614,-0.207317,-96.341553,-96.341553,0.735754,0.959644
10301,0.188421,0.180346,9.785345,0.011288,-0.003974,-0.187076,-96.449471,-96.449471,0.732238,0.966494
10302,0.204572,0.221619,9.874172,0.007027,-0.014627,-0.189207,-96.555656,-96.555656,0.724271,0.966709
10303,0.209955,0.233283,9.783551,0.011288,0.007744,-0.118897,-96.642044,-96.642044,0.721418,0.974078
10304,0.123820,0.176757,9.823030,0.024072,-0.013562,-0.107179,-96.704887,-96.704887,0.717769,0.980732
10305,0.103183,0.230592,9.845461,-0.001495,-0.014627,-0.085873,-96.749123,-96.749123,0.711118,0.985789
10306,0.043965,0.189319,9.788935,0.013419,0.004548,-0.027282,-96.774925,-96.774925,0.708391,0.997974
10307,0.079855,0.240461,9.775476,0.014484,-0.006105,0.001481,-96.777534,-96.777534,0.705865,1.009811
10308,0.099594,0.231489,9.785345,0.025137,-0.006105,-0.001714,-96.777122,-96.777122,0.703006,1.020117
10309,0.022431,0.220722,9.764709,-0.005756,0.013071,-0.000649,-96.768745,-96.768745,0.695296,1.030157
10310,0.053835,0.214441,9.731510,0.036856,-0.025280,0.034506,-96.757782,-96.757782,0.681133,1.047757
10311,0.047554,0.242256,9.784448,0.023007,-0.011431,0.052616,-96.733307,-96.733307,0.664344,1.062228
10312,0.008075,0.142662,9.831104,0.014484,0.002418,0.097358,-96.686012,-96.686012,0.654322,1.078242
10313,-0.008075,0.147148,9.875967,0.002766,-0.011431,0.090966,-96.623924,-96.623924,0.644910,1.089434
10314,-0.013459,0.150737,9.809571,0.008093,-0.005039,0.109076,-96.555038,-96.555038,0.633797,1.098170
10315,0.122025,0.070882,9.746764,-0.023866,0.007744,0.221998,-96.443703,-96.443703,0.627094,1.090762
10316,-0.015253,0.118436,9.884042,-0.023866,0.010940,0.316809,-96.284943,-96.284943,0.626823,1.072998
10317,-0.209955,0.197394,9.728819,-0.029193,0.001352,0.359421,-96.083107,-96.083107,0.625999,1.055325
10318,-0.191113,-0.004486,9.937877,-0.013213,0.019462,0.439319,-95.844734,-95.844734,0.630246,1.039275
10319,0.680111,0.093313,9.976459,-0.015344,0.043964,0.632137,-95.521126,-95.521126,0.634882,1.023841
10320,0.759069,-0.119333,10.298569,-0.055825,0.073793,0.885678,-95.090096,-95.090096,0.635224,1.008784
10321,0.172271,-1.045290,10.111045,0.018746,0.138776,1.305405,-94.413544,-94.413544,0.699102,0.999209
10322,0.287118,-0.258406,9.855330,0.002766,0.024789,1.514203,-93.569977,-93.569977,0.704043,1.000039
10323,0.428883,1.379064,9.400428,0.208368,-0.047651,2.132075,-92.459244,-92.459244,0.703194,1.004894
10324,-0.398376,0.151634,8.487930,0.052835,0.072727,2.464448,-91.132973,-91.132973,0.719806,1.013373
10325,0.780602,0.302371,9.832899,-0.043042,0.262350,2.703074,-89.653183,-89.653183,0.730898,1.047693
10326,-0.885580,1.644649,9.740483,-0.059021,0.374206,2.695617,-88.140137,-88.140137,0.724741,1.105596
10327,-0.122025,1.343175,9.690237,0.013419,-0.045521,2.570978,-86.660439,-86.660439,0.746119,1.176948
10328,1.644649,1.079385,10.151421,-0.035585,0.061009,2.036199,-85.385025,-85.385025,0.721703,1.230438
10329,0.541936,-0.253023,9.433625,0.004897,0.067401,2.055374,-83.188187,-83.188187,0.652530,1.267173
10330,-0.751891,0.413630,8.966162,-0.093111,0.132384,2.276956,-81.974640,-81.974640,0.594274,1.281403
10331,0.078957,0.358898,9.729716,-0.034519,0.012005,2.318502,-80.641312,-80.641312,0.575535,1.268552
10332,0.682803,0.279043,9.494638,-0.018540,-0.036998,2.351526,-79.334106,-79.334106,0.524813,1.292441
10333,0.017048,0.532963,10.293185,0.047509,-0.042325,2.410118,-77.943596,-77.943596,0.471793,1.350612
10334,-0.326597,0.866738,9.393250,0.029398,0.029050,2.041525,-76.701050,-76.701050,0.429210,1.413718
10335,0.856868,0.430677,9.491946,0.094382,-0.066827,1.529117,-75.705780,-75.705780,0.378926,1.495921
10336,0.224311,0.020637,10.264474,0.082663,0.038638,1.676128,-74.781715,-74.781715,0.338404,1.543727
10337,-0.879299,0.205469,9.238923,0.054966,-0.031672,1.522725,-73.878029,-73.878029,0.307725,1.583640
10338,-0.837129,0.576928,9.986328,0.043247,-0.041260,1.425783,-73.029350,-73.029350,0.272822,1.649240
10339,-0.427985,0.348131,9.848152,0.072010,-0.086002,1.063582,-71.582924,-71.582924,0.217572,1.711888
10340,-0.262893,0.114847,10.265371,0.113557,-0.013562,1.074235,-70.975578,-70.975578,0.196678,1.743262
10341,0.401965,-0.078060,10.138860,0.047509,-0.120092,1.075301,-70.360863,-70.360863,0.159976,1.751474
10342,1.821406,-0.045759,9.570904,0.083729,0.042899,1.294752,-69.660416,-69.660416,0.121856,1.744197
10343,-0.528477,-0.055629,9.554753,-0.075001,0.038638,1.293687,-68.982735,-68.982735,0.082715,1.723606
10344,0.102286,-0.148943,9.655245,-0.064348,-0.047651,1.157329,-68.287491,-68.287491,0.041817,1.711504
10345,0.580517,0.144456,10.109250,0.023007,-0.021019,1.277707,-67.549126,-67.549126,0.004119,1.689648
10346,1.010297,-0.088827,9.405811,-0.033454,-0.006105,1.075301,-66.895393,-66.895393,-0.021895,1.670817
10347,0.969024,0.396582,9.629225,-0.043042,-0.015692,1.473722,-66.181587,-66.181587,-0.085380,1.658125
10348,0.081649,-0.576031,9.932493,-0.047303,-0.019954,1.542966,-65.320961,-65.320961,-0.094487,1.622903
10349,-0.038582,0.125614,10.103867,-0.106960,0.064205,1.842314,-64.267296,-64.267296,-0.115658,1.573552
10350,-0.429780,0.118436,9.910959,-0.065413,0.054617,2.117161,-63.079731,-63.079731,-0.131573,1.540479
10351,-0.602051,-0.967229,9.923521,-0.059021,0.051421,2.225821,-61.819267,-61.819267,-0.114963,1.487633
10352,0.353514,1.369195,9.541295,-0.076066,0.029050,1.831662,-60.688423,-60.688423,-0.115487,1.485943
10353,0.690878,-1.084768,10.000684,-0.037715,0.009875,1.753895,-59.723557,-59.723557,-0.124948,1.450149
10354,-0.678317,-0.905319,9.593335,-0.040911,0.002418,2.066027,-58.555630,-58.555630,-0.165404,1.411481
10355,0.296091,-0.357103,9.922624,-0.050499,0.027985,2.478297,-57.172943,-57.172943,-0.202527,1.347789
10356,-0.314035,0.658577,9.861611,-0.168747,0.025854,1.950975,-55.850643,-55.850643,-0.217589,1.319415
10357,-0.469259,0.487204,9.551165,-0.071805,0.010940,2.182144,-54.558399,-54.558399,-0.230675,1.284897
10358,-1.155650,0.996838,10.008759,-0.029193,-0.002909,2.104378,-53.332153,-53.332153,-0.248883,1.257393
10359,0.061910,0.262893,10.127195,-0.019605,-0.002909,2.095855,-52.118664,-52.118664,-0.234148,1.239410
10360,-0.155223,0.239564,9.920829,-0.032389,-0.013562,1.884926,-51.027020,-51.027020,-0.246056,1.213997
10361,-0.352617,-0.375048,9.795215,-0.024932,-0.029541,1.442828,-50.097950,-50.097950,-0.251085,1.217278
10362,0.261098,-0.024226,9.674087,0.000635,0.024789,1.211659,-49.390469,-49.390469,-0.250753,1.215960
10363,-0.127409,0.874813,9.815851,-0.014279,0.030115,1.178635,-48.715176,-48.715176,-0.258007,1.215442
10364,0.087930,-2.191070,9.683957,-0.015344,0.018397,0.936812,-48.174774,-48.174774,-0.270286,1.209969
10365,0.002692,0.596667,9.770092,-0.010018,0.063140,0.796193,-47.611897,-47.611897,-0.261341,1.198532
10366,-0.268276,0.077163,9.688443,0.004897,0.032246,0.614027,-47.226933,-47.226933,-0.249994,1.200446
10367,0.136381,0.127409,9.755736,0.049639,0.021593,0.752516,-46.814434,-46.814434,-0.244106,1.213513
10368,0.137278,0.235975,9.823030,0.024072,-0.014627,0.551175,-46.457829,-46.457829,-0.249578,1.237358
10369,0.698056,0.145354,9.827516,0.029398,-0.000778,0.634268,-46.119984,-46.119984,-0.256877,1.253767
10370,-0.067293,-0.340953,9.674984,-0.046238,0.055682,1.026297,-45.666168,-45.666168,-0.253642,1.239810
10371,-0.307755,0.421705,9.555651,0.008093,-0.040194,1.207398,-44.968540,-44.968540,-0.268964,1.227016
10372,0.157018,-0.073574,9.823030,0.002766,0.026919,1.041211,-44.297714,-44.297714,-0.278836,1.230622
10373,0.048451,-0.115745,9.723435,-0.022801,0.032246,0.854784,-43.753174,-43.753174,-0.276143,1.207241
10374,-0.425294,0.299680,9.996198,0.054966,-0.011431,0.960249,-43.187126,-43.187126,-0.286907,1.218950
10375,0.037684,-0.106772,9.704594,0.013419,-0.038064,0.587395,-42.769714,-42.769714,-0.296307,1.219120
10376,0.230592,0.197394,9.744969,-0.024932,-0.022084,0.693924,-42.410400,-42.410400,-0.307562,1.218111
10377,0.368767,0.465670,9.852638,-0.029193,0.000287,0.663031,-42.033077,-42.033077,-0.319898,1.209018
10378,0.474642,0.173168,9.810468,-0.089915,0.014136,0.935747,-41.550480,-41.550480,-0.330106,1.165056
10379,0.433369,0.739329,9.779064,-0.162355,0.037572,1.349082,-40.883320,-40.883320,-0.339231,1.109951
10380,0.352617,0.129203,9.789831,-0.135723,0.068466,1.866816,-39.902725,-39.902725,-0.331131,1.027143
10381,0.184832,0.533860,9.389661,-0.118678,0.053552,1.901971,-38.844593,-38.844593,-0.345260,0.966698
10382,0.004486,0.230592,10.268063,-0.067544,0.019462,1.858294,-37.756760,-37.756760,-0.347077,0.928421
10383,-0.315830,-0.276351,10.242043,0.008093,-0.023150,2.026611,-36.621582,-36.621582,-0.366245,0.888756
10384,-0.741124,0.707926,9.515275,-0.072870,0.037572,2.191732,-35.397678,-35.397678,-0.358694,0.852663
10385,-0.175860,-0.066396,9.088186,-0.056891,-0.041260,1.973346,-34.220116,-34.220116,-0.381367,0.802152
10386,-0.044862,0.544627,9.393250,-0.043042,0.035442,1.785854,-33.185047,-33.185047,-0.368037,0.769416
10387,-0.587695,0.873019,9.779962,0.060292,-0.025280,1.491832,-32.176849,-32.176849,-0.373128,0.773177
10388,2.570605,0.145354,9.748558,0.069880,-0.087067,1.050799,-31.460543,-31.460543,-0.399780,0.807078
10389,-0.512326,0.768041,10.226789,-0.072870,-0.047651,1.203136,-30.758438,-30.758438,-0.454980,0.805563
10390,0.480923,0.373254,9.952232,-0.133592,0.004548,1.435371,-30.038916,-30.038916,-0.480002,0.741489
10391,0.359795,0.720487,9.810468,-0.122939,0.008809,1.950975,-29.032097,-29.032097,-0.488263,0.687635
10392,-0.484512,0.682803,9.326854,-0.061152,0.174996,2.640222,-27.689877,-27.689877,-0.485948,0.626426
10393,-0.434266,-0.200983,10.277932,0.000635,0.131319,2.976856,-26.019939,-26.019939,-0.458034,0.621579
10394,-0.015253,0.890066,9.831104,-0.054760,0.066335,3.189915,-24.289169,-24.289169,-0.416100,0.595079
10395,0.356206,0.865841,9.226362,-0.075001,0.199498,2.793625,-22.730595,-22.730595,-0.374682,0.571916
10396,0.417219,0.477334,9.825721,-0.041976,0.177126,2.479362,-21.205458,-21.205458,-0.365474,0.542628
10397,-0.190216,0.161504,9.053194,-0.023866,0.167539,2.370702,-19.845671,-19.845671,-0.345575,0.521042
10398,-0.143559,-0.330186,10.251912,0.122079,-0.028476,2.030872,-18.542551,-18.542551,-0.350705,0.552886
10399,-0.857765,0.354411,9.978252,0.027268,0.001352,1.959497,-17.463190,-17.463190,-0.354241,0.590225
10400,-0.251228,0.682803,10.147832,0.046443,-0.125418,1.877469,-16.350870,-16.350870,-0.376051,0.624807
10401,0.071780,0.739329,10.110147,0.063488,-0.136071,2.254585,-15.135912,-15.135912,-0.338817,0.670591
10402,0.807520,0.481820,10.296775,0.099708,-0.164834,2.583761,-13.640679,-13.640679,-0.306736,0.716792
10403,1.132322,0.827259,10.186414,-0.031323,-0.171226,2.877783,-12.015522,-12.015522,-0.318895,0.695351
10404,-0.520402,0.051143,10.159496,0.067749,-0.070023,2.453795,-10.499842,-10.499842,-0.323029,0.703460
10405,-0.277248,0.032301,9.558343,-0.080327,0.096164,2.365375,-9.194520,-9.194520,-0.337736,0.687163
10406,0.259304,-0.096902,9.866995,0.003831,-0.021019,1.889188,-8.040254,-8.040254,-0.347150,0.678496
10407,1.458919,0.421705,10.058107,0.011288,0.027985,1.840184,-6.947695,-6.947695,-0.330828,0.663667
10408,0.624482,0.797650,9.919035,0.027268,0.086576,1.958432,-5.803078,-5.803078,-0.315064,0.638699
10409,0.785089,0.275454,9.541295,0.001701,-0.006105,2.128879,-4.650003,-4.650003,-0.330260,0.631012
10410,0.632557,0.019739,9.756634,-0.015344,0.018397,1.551489,-3.566209,-3.566209,-0.355462,0.617228
10411,-0.535655,0.174963,9.969280,0.053900,0.091903,1.201006,-2.766886,-2.766886,-0.363733,0.610789
10412,-0.069088,0.642427,9.381585,-0.035585,0.069531,1.551489,-2.018907,-2.018907,-0.359291,0.626996
10413,0.687289,0.943901,9.787140,0.020876,-0.052978,1.503550,-1.090800,-1.090800,-0.390503,0.637182
10414,-0.081649,0.362487,10.001581,0.056031,-0.019954,1.015644,-0.402681,-0.402681,-0.422674,0.656320
10415,0.328391,0.301474,9.766503,0.001701,0.022658,1.033754,0.185459,0.185459,-0.450736,0.658486
10416,0.139970,0.439650,9.727024,-0.016409,-0.003974,1.034819,0.790972,0.790972,-0.461914,0.633561
10417,0.069088,0.482717,9.483871,0.041117,0.021593,0.648117,1.223225,1.223225,-0.466610,0.642063
10418,0.466567,0.130100,9.884042,0.043247,-0.034868,0.461690,1.515657,1.515657,-0.477908,0.669140
10419,-0.709720,0.031404,9.931596,0.062423,-0.062565,0.487257,1.789324,1.789324,-0.487382,0.694581
10420,-0.969024,1.775646,10.931126,-0.174073,0.088707,0.596982,2.016251,2.016251,-0.567365,0.634871
10421,0.716898,0.128306,9.638197,-0.157028,-0.075349,0.587395,2.340022,2.340022,-0.596398,0.615351
10422,-0.238667,-0.842512,9.851742,-0.017475,0.021593,0.383923,2.599164,2.599164,-0.571042,0.553540
10423,-0.239564,0.006281,9.882248,-0.129331,0.069531,0.808977,2.995196,2.995196,-0.529610,0.478185
10424,-0.192907,0.163298,9.997993,-0.194314,0.079119,0.979424,3.505496,3.505496,-0.474607,0.385961
10425,-0.796753,0.206366,9.781756,0.043247,0.154755,1.305405,4.156780,4.156780,-0.376165,0.340079
10426,0.037684,0.503354,9.355565,-0.035585,0.003483,1.158394,4.809617,4.809617,-0.336161,0.343865
10427,-0.129203,1.058748,9.885837,-0.041976,-0.026345,1.209528,5.472457,5.472457,-0.330704,0.328594
10428,0.276351,1.073104,9.849050,-0.081392,-0.021019,1.161590,6.152682,6.152682,-0.354758,0.321288
10429,0.443239,0.699850,9.771887,-0.013213,-0.054043,0.719492,6.661569,6.661569,-0.359760,0.323621
10430,0.542833,0.363384,9.823030,0.112492,0.008809,0.653443,7.015743,7.015743,-0.376559,0.380276
10431,-0.289810,0.410041,9.902884,0.081598,0.101490,0.877156,7.435327,7.435327,-0.371515,0.440993
10432,-0.690878,0.122025,10.099380,-0.043042,0.049291,1.216985,8.039440,8.039440,-0.353623,0.439910
10433,-0.166887,-0.127409,9.884939,-0.162355,0.153690,1.786919,8.941496,8.941496,-0.282286,0.362060
10434,1.175390,0.173168,9.534117,-0.135723,0.052487,1.955236,10.082121,10.082121,-0.233296,0.276126
10435,0.010767,0.450417,9.755736,-0.094176,-0.126483,1.560011,11.125719,11.125719,-0.245093,0.231540
10436,-0.716898,0.396582,10.236659,-0.147441,-0.064696,1.134957,11.845497,11.845497,-0.251151,0.143023
10437,-0.051143,-0.139970,9.328648,0.115688,0.134514,1.220181,12.516999,12.516999,-0.182840,0.139741
10438,-0.292502,0.877505,11.208375,-0.139984,-0.093459,0.822825,13.088526,13.088526,-0.165076,0.136994
10439,-0.032301,-0.909806,9.824824,0.124210,0.099360,0.921898,13.572349,13.572349,-0.146043,0.176187
10440,0.230592,3.121513,9.971075,-0.234795,-0.074284,1.226573,14.175263,14.175263,-0.153499,0.067017
10441,-0.558983,1.047981,9.311601,0.029398,0.243175,0.829217,14.753455,14.753455,-0.007342,0.174433
10442,-0.530271,-0.780602,10.853963,-0.372218,-0.258580,0.750385,15.169736,15.169736,-0.138748,-0.042632
10443,2.336424,-2.916941,10.519291,-0.143180,0.552111,1.992521,15.939860,15.939860,-0.006506,-0.254000
10444,-0.723179,2.438710,8.789404,-0.594866,-0.046586,2.113965,17.223394,17.223394,0.057756,-0.497306
10445,-1.226533,2.253877,9.805084,-0.147441,0.238914,1.477983,18.185160,18.185160,0.109325,-0.629079
10446,-0.401068,2.103140,9.396838,0.255241,0.383794,1.097672,18.900896,18.900896,0.337970,-0.511050
10447,0.223414,0.944798,9.544884,0.433146,0.406165,0.851588,19.421038,19.421038,0.600823,-0.240631
